VA1,VM1,Sigma1,PM1,VA2,VM2,Sigma2,PM2,StatisticDataT2,L2
0.325151116,0.446660489,1.673752308,278,4.665204525,4.998095036,5.267809391,144,0.051995993,243.6000366
0.325278878,0.446206123,1.668133855,278,4.654480934,5.003527641,5.266252995,134,0.051001072,238.2199707
0.325113028,0.443336219,1.66213274,278,4.657582283,4.988139153,5.141928673,138,0.050995111,238.4099731
0.325185359,0.443358779,1.668885589,279,4.62532568,5.006698132,6.178504944,128,0.051998854,241.4899902
0.324955195,0.436663359,1.657014251,278,4.640826702,5.010098934,6.271873474,131,0.052000046,242.3200073
0.325117439,0.446058005,1.665925622,277,4.665466785,4.997009277,5.000657558,135,0.05099988,238.7999878
0.325089991,0.436850905,1.659602642,278,4.66649437,4.9851861,5.211207867,141,0.050997019,238.9000244
0.325123012,0.446391612,1.666190028,278,4.661440849,5.009972572,5.504894257,135,0.050996065,238.6099854
0.325073272,0.439999372,1.663130522,279,4.66971159,4.986773968,4.928878307,141,0.051003933,239.0599976
0.325115353,0.447094649,1.664617181,277,4.618234158,4.977031231,5.564848423,128,0.052000046,241.0700073
0.325406492,0.443325251,1.709637284,279,4.617092133,4.983504772,6.300347805,123,0.052002907,241.0200195
0.32548514,0.449997336,1.731145382,278,4.622896671,5.013288498,6.649361134,130,0.05200386,241.3799438
0.325085044,0.443337023,1.664013982,278,4.660071373,5.006651402,5.616363049,138,0.050996065,238.5300293
0.325348824,0.446495116,1.717496634,277,4.63433218,5.005318642,5.94029808,132,0.052003145,241.9800415
0.325067312,0.439394563,1.660385013,277,4.697716236,4.986656666,4.747234821,157,0.050995827,240.5199585
0.325015604,0.439421862,1.67590785,274,4.695822239,5.031744957,5.113439083,143,0.051002979,240.4599609
0.32505396,0.443735182,1.667258263,277,4.664434433,4.990056515,4.84300518,138,0.051000834,238.75
0.325385302,0.443922997,1.711413503,275,4.646715641,4.98341465,5.379261971,127,0.051000834,237.8599854
0.325088114,0.446663678,1.670785189,277,4.732357979,5.013388157,3.952965498,169,0.050003052,237.5
0.325371057,0.446662873,1.720044374,278,4.638546467,4.996643066,5.57209301,129,0.051000118,237.4199829
0.325247705,0.446660489,1.711594343,277,4.642628193,4.983395576,5.58618927,138,0.050995827,237.6699829
0.32507512,0.439412624,1.714653015,277,4.626101971,5.017161369,6.500677109,131,0.052000046,241.5499878
0.325225294,0.443337023,1.713839293,278,4.630982876,4.995120525,6.216944218,134,0.052003145,241.8400269
0.325344652,0.449997336,1.717869163,278,4.649802685,4.979954243,5.237099171,133,0.051007032,238.0300293
0.325240821,0.443939477,1.714402437,275,4.606192589,4.96331501,6.366340637,122,0.051992893,240.4500122
0.325525254,0.439407587,1.66717422,278,4.617491245,4.946606636,5.723243237,123,0.051994801,241.0199585
0.324901789,0.449429095,1.709419966,278,4.638441086,4.979900837,5.276357651,135,0.05099988,237.4199829
0.32498911,0.450152457,1.715073466,279,4.642646313,5.003265858,6.079994678,140,0.051995039,242.4400024
0.325016379,0.44999972,1.712435246,276,4.629512787,4.99674654,6.231350899,133,0.05200386,241.7399902
0.325017869,0.446199328,1.711342573,277,4.655537605,4.985180378,5.334311485,140,0.050997972,238.3200073
0.32503894,0.449860007,1.712780714,278,4.627327919,4.96333313,5.773640633,134,0.051995993,241.5999756
0.325151503,0.446660012,1.712085843,278,4.690768242,4.995082378,4.797883987,160,0.051001072,240.2000122
0.325197518,0.449407846,1.717398643,278,4.683250427,4.99315834,4.939715862,156,0.050996065,239.7999878
0.325176746,0.446662873,1.712313771,277,4.688508987,5.013368607,5.226619244,161,0.051000118,240.0800171
0.3251926,0.443316758,1.710973382,278,4.667523384,4.999860287,5.235424042,147,0.05099988,238.9700317
0.325233161,0.450317562,1.72200191,277,4.693295002,5.003377438,4.674229145,154,0.050997019,240.2900391
0.325197846,0.447128385,1.72001195,276,4.690494537,5.028570652,4.965977192,147,0.050998926,240.1599731
0.325188309,0.449553579,1.721574664,277,4.708807945,5.018454552,4.4966712,165,0.050003052,236.3000488
0.325233638,0.446661294,1.716546774,278,4.67935133,4.989694118,5.06963253,152,0.050995827,239.5899658
0.325360477,0.446694791,1.714655995,278,4.667881966,5.003299713,5.143147945,142,0.05099988,238.9700317
0.325310588,0.45055905,1.712587953,278,4.680951118,4.963306904,4.652528763,157,0.050998926,239.6799927
0.325180948,0.443941087,1.720497608,276,4.679993153,4.986598969,5.072029114,151,0.051000118,239.6399536
0.325149238,0.443326831,1.717510462,278,4.663323879,4.99672842,5.53305769,145,0.0519979,243.5299683
0.324970841,0.45044598,1.716569066,279,4.625831604,4.962017536,5.418850899,126,0.051000118,236.7699585
0.324977905,0.450000495,1.716670871,279,4.641371727,4.994744778,5.234699249,129,0.05099988,237.5799561
0.324989885,0.443297684,1.709123969,279,4.642477989,4.976631641,5.356462479,144,0.051002979,237.6599731
0.325039923,0.447277427,1.709167123,280,4.615632057,4.979867935,6.41364336,129,0.051998854,240.9799805
0.325050205,0.44378677,1.70664072,279,4.661473274,4.988443375,4.985248089,145,0.051000834,238.6500244
0.324944377,0.443504214,1.702397943,279,4.645332813,4.983304501,5.252268791,140,0.051002979,237.8099976
0.325040549,0.452680409,1.71116662,278,4.656493187,4.996930122,5.371168137,147,0.051004171,238.4199829
0.325018197,0.448958099,1.708904028,279,4.619395733,4.994995594,6.183847904,132,0.052000046,241.1899414
0.324999988,0.445554018,1.703447104,279,4.646594524,4.979936123,5.254576683,139,0.05099988,237.8500366
0.32512635,0.44999361,1.725164175,278,4.649398327,4.978491306,5.434448719,138,0.05099988,238.039978
0.325067729,0.449997336,1.70883131,278,4.627885818,4.993367672,6.265996933,129,0.051999807,241.6500244
0.325044483,0.443201929,1.703341246,279,4.624469757,4.974587917,5.84152317,136,0.052002907,241.4799805
0.325137436,0.45273447,1.717758775,278,4.644010544,4.975113392,5.748996258,136,0.051000118,237.75
0.325147152,0.453326374,1.710142493,279,4.650064468,4.969065189,5.090782642,147,0.05093503,237.8199463
0.325074822,0.446810067,1.70839417,278,4.646548748,5.01323843,5.89067173,141,0.051995993,242.6400146
0.325058848,0.440174371,1.710351944,279,4.655990601,4.991779804,5.192061901,141,0.050997019,238.3399658
0.325142741,0.450798154,1.721737385,277,4.670364857,5.003022194,5.241087914,149,0.051004171,239.1300049
0.325200915,0.446917474,1.706316233,278,4.611888885,4.983300686,7.212603569,123,0.052004099,240.7799683
0.325187176,0.443014979,1.708616495,278,4.641204357,4.973093987,5.18091774,142,0.052000046,242.3200073
0.325125068,0.446663678,1.70618248,279,4.679184437,4.99368763,5.06207943,155,0.051000118,239.6099854
0.325125188,0.443338782,1.711275697,279,4.620959282,4.9966259,6.424053669,130,0.05200386,241.289978
0.325140923,0.442588449,1.707585931,279,4.623023987,4.990118027,5.916667938,133,0.05200386,241.3800049
0.325345069,0.447094649,1.716768622,279,4.600078106,4.948424339,6.11301899,132,0.051999807,240.1599731
0.325227946,0.445884556,1.710361004,279,4.645685673,4.981864452,5.428124428,140,0.051000118,237.8200073
0.325251579,0.44317773,1.709556699,280,4.610545158,4.978452206,6.507805347,127,0.051996946,240.7000122
0.325197399,0.449550778,1.706396937,279,4.614473343,4.971566677,6.326724052,126,0.052000999,240.9299927
0.325125992,0.443797469,1.710127354,279,4.6143713,5.003351688,6.749339104,127,0.052000046,240.9199829
0.325106591,0.443308771,1.704954267,278,4.624334335,5.015419006,6.214057922,131,0.052000999,241.4500122
0.325108111,0.44003436,1.711217403,278,4.627328396,4.986550331,6.04880476,134,0.051995993,241.5999756
0.325300932,0.449989527,1.708626866,278,4.64922905,4.993402481,5.195600986,138,0.051001787,238
0.325280517,0.45407325,1.716786623,278,4.644985199,4.991770267,5.248506069,144,0.051002979,237.789978
0.325188756,0.443371177,1.709883332,278,4.659173012,4.981412888,5.427422047,144,0.051000118,238.539978
0.325163335,0.443337023,1.712172985,278,4.6411376,5.008356571,6.040025711,136,0.052003145,242.3800049
0.325264394,0.443948239,1.730543971,274,4.651316643,5.026879311,6.388122082,130,0.05099988,238.1400146
0.325263947,0.450138301,1.717273712,277,4.606173038,4.98513031,7.171943665,117,0.051996946,240.4700317
0.325235724,0.446809262,1.718160987,279,4.642106056,4.986608028,5.634272099,131,0.050998926,237.6400146
0.325222075,0.446697831,1.707177043,279,4.650000572,4.981374741,5.324157238,141,0.051000118,238.039978
0.325247467,0.446509928,1.711603165,277,4.661559105,4.981373787,5.114230633,148,0.050997972,238.6599731
0.325260818,0.444517016,1.712941766,277,4.606105804,4.980032921,6.264411926,125,0.052004099,240.4699707
0.325308621,0.443325251,1.700022697,278,4.634766102,4.996697426,5.740203857,137,0.05200386,242.0299683
0.325233996,0.443317801,1.711859703,278,4.652681828,4.986661434,5.164105892,136,0.051007986,238.2199707
0.325190902,0.446654558,1.711875796,278,4.665887356,4.996722221,5.235712528,147,0.05099988,238.8800049
0.325413764,0.449989527,1.715327621,277,4.624718189,5.000157833,6.069059849,133,0.051995993,241.4599609
0.325400263,0.446065307,1.722414851,277,4.63158083,5.010109425,6.210797787,134,0.05200386,241.8399658
0.325303525,0.43726033,1.707198143,278,4.647526741,4.993389606,5.531311035,138,0.051003933,237.9199829
0.325345308,0.443336219,1.713523269,278,4.657699108,4.996998787,5.289396763,145,0.051000118,238.460022
0.32545194,0.446654648,1.71795249,278,4.630440235,5.003286839,6.011115551,135,0.052000046,241.7600098
0.325393468,0.449357003,1.714787245,279,4.63107729,4.983306885,5.785170555,137,0.051999807,241.7999878
0.324961305,0.440138608,1.657015681,276,4.628211498,4.983261585,5.696080208,131,0.05200386,241.6099854
0.325463295,0.446685731,1.717786431,278,4.621488571,4.980182648,5.928055286,133,0.051995993,241.2700195
0.325409889,0.449842006,1.710139155,278,4.594803333,4.993425846,6.98555851,120,0.051996946,239.8299561
0.325376719,0.453335732,1.708840013,279,4.61606884,4.999899387,6.43639183,131,0.0519979,241.0299683
0.325482488,0.449558824,1.709607005,279,4.626677036,4.996676445,6.085681915,126,0.051000118,236.7799683
0.325074047,0.443326056,1.713377476,279,4.62419939,4.976979733,5.938917637,136,0.051998854,241.4500122
0.325193733,0.446670353,1.705818415,279,4.613352776,4.981494904,6.568397522,117,0.052000046,240.8500366
0.325214922,0.44605726,1.725412011,277,4.614693642,4.981701374,6.70219183,124,0.052000046,240.9400024
0.325302482,0.440000176,1.708462715,279,4.616569519,4.996658802,6.49340868,128,0.05200386,241.0599976
0.325295508,0.446833581,1.716559052,279,4.64879179,4.996771336,5.538908005,132,0.050998926,237.9899902
0.32540831,0.447110474,1.71804297,279,4.619589329,5.006697655,6.4896698,131,0.051996946,241.2000122
0.325539976,0.449994355,1.723042607,279,4.622335911,4.996648312,6.802734375,118,0.051998854,241.3300171
0.325518876,0.453371495,1.719451427,279,4.612192631,4.993751049,6.508439064,126,0.052000999,240.7799683
0.324989021,0.443334639,1.668283701,280,4.63114357,4.993211269,5.674099922,124,0.050996065,236.9799805
0.325007737,0.443335414,1.658282995,278,4.605753899,4.969972134,6.021283627,124,0.052004099,240.4099731
0.325092047,0.446650445,1.66692698,278,4.612631321,4.979861736,6.046927929,127,0.052000046,240.7999878
0.325045258,0.446663678,1.659636855,278,4.638457775,4.983324528,5.364326477,130,0.05099988,237.3900146
0.32512182,0.439990014,1.660642743,278,4.635233879,4.966531277,5.205551624,130,0.050995111,237.2000122
0.325188786,0.443754107,1.659197927,276,4.644905567,4.960116386,4.517463684,140,0.050995827,237.710022
0.325246572,0.44003436,1.666559935,279,4.629765987,4.964921951,4.891653538,135,0.051000118,236.9099731
0.325273007,0.442707807,1.667793274,279,4.62362957,4.970113754,5.347635746,127,0.05099988,236.5900269
0.325136334,0.440143973,1.656979918,279,4.636042595,4.97363472,5.291417599,130,0.051000118,237.2399902
0.325185776,0.440589786,1.660739422,277,4.647933006,4.98363018,5.156447887,133,0.051000118,237.9000244
0.325111091,0.440000176,1.658535957,278,4.643364906,4.977050781,4.978916168,135,0.050995827,237.6300049
0.325090498,0.437210679,1.658141971,278,4.648445606,4.986597061,5.325863838,130,0.050997019,237.9100342
0.325136483,0.43724674,1.661359668,277,4.655343056,5.000031948,5.209067345,138,0.051004887,238.2999878
0.325231522,0.450174332,1.666311145,278,4.627072811,4.986636639,6.005298138,121,0.052003145,241.5599976
0.325255185,0.442705303,1.661493778,278,4.649940491,4.990186214,5.142079353,132,0.05100584,237.999939
0.325163335,0.436840713,1.662520647,277,4.648967266,4.986786842,5.114769936,133,0.051000118,237.9400024
0.325101435,0.439999372,1.659733295,278,4.653773785,4.968548775,4.892190933,140,0.051000118,238.1900024
0.325137079,0.440001994,1.664563417,277,4.653050423,4.994875908,5.334726334,134,0.051002979,238.1799927
0.325227499,0.44999969,1.675864816,277,4.6576581,4.989953041,5.246855259,140,0.05099988,238.3900146
0.325080037,0.443325251,1.659791946,278,4.661074638,4.98006916,4.930413246,141,0.051000118,238.5999756
0.325254858,0.443906188,1.676421165,278,4.658740044,4.988193989,5.104951859,139,0.050997019,238.4699707
0.325386852,0.446660489,1.673590183,278,4.63621664,4.963262081,5.525174618,133,0.051995993,242.0300293
0.325284839,0.440070957,1.661554813,277,4.642673016,5.016899586,5.791154861,131,0.052000046,242.3900146
0.32527253,0.443337023,1.660287619,278,4.646773338,4.993566513,5.621277332,138,0.052002907,242.6199951
0.325213641,0.443324447,1.66031301,278,4.655495644,4.996665001,5.024110317,134,0.051000118,238.2800293
0.32527867,0.446216673,1.661960602,278,4.675000191,5.019630909,5.039845943,143,0.051002979,239.3399658
0.325322747,0.449589014,1.66688478,278,4.65598917,5.004905701,5.500739098,138,0.052000999,243.1000366
0.325241983,0.440581173,1.659769058,278,4.666016102,5.009964943,4.825108051,140,0.050996065,238.8099976
0.325180709,0.443324447,1.66230619,277,4.62962389,4.989955425,5.889165401,128,0.050994873,236.8900146
0.325370669,0.446654648,1.66813612,276,4.65853405,4.991951466,5.027215481,137,0.05099988,238.4499512
0.325239956,0.44271794,1.666398644,276,4.620482445,4.999995232,6.382412434,126,0.05200386,241.2199707
0.325153589,0.439567894,1.663255811,277,4.640547752,4.975174904,5.297604561,130,0.051000118,237.5100098
0.325271428,0.449405193,1.671174169,277,4.618384361,4.983399868,6.398882389,115,0.05200386,241.0899658
0.325371563,0.446708024,1.671692967,276,4.654288292,5.006752014,5.347374439,136,0.050998926,238.2099609
0.325296193,0.443917274,1.667684793,278,4.650115013,4.97998476,5.145839214,136,0.051004171,238.0300293
0.325283617,0.443190992,1.668526888,277,4.621048927,4.966683388,6.028790951,129,0.052000046,241.2199707
0.325283378,0.443883568,1.658236623,278,4.634798527,4.98960638,5.820637226,130,0.051995993,241.960022
0.325139552,0.439990014,1.660807133,277,4.64703083,5.006486893,5.458069324,127,0.050998926,237.8299561
0.32513392,0.436662883,1.655423164,277,4.648528576,4.999821186,5.470728397,131,0.051000118,237.9099731
0.325387686,0.443473876,1.668979645,277,4.652196884,4.988125324,5.205699921,135,0.05099988,238.1000366
0.32520014,0.439608991,1.667206168,277,4.628759861,4.983266354,5.926769733,122,0.051999092,241.6199951
0.325369388,0.446105689,1.677495956,277,4.662776947,5.016869545,5.567495346,130,0.051000118,238.6799927
0.325269431,0.443175495,1.666429162,277,4.637099743,4.979991913,6.073809147,127,0.052004099,242.1000366
0.325321406,0.442908376,1.673797727,278,4.640514851,4.9966259,5.80616045,135,0.052000046,242.2800293
0.325271845,0.443325251,1.661080718,279,4.658507347,4.975130558,4.892288208,132,0.051003933,238.4599609
0.325376809,0.449996531,1.666961074,277,4.662100792,4.996723175,4.994142056,141,0.051000118,238.6400146
0.325343788,0.442876846,1.670713067,278,4.665448189,5.011763573,5.105614185,143,0.051000118,238.8200073
0.325251788,0.440737158,1.659338951,278,4.635860443,4.983584404,5.420084,131,0.052000999,242
0.325414509,0.450031012,1.665120959,277,4.655656815,4.986634731,5.081515312,131,0.050996065,238.2900391
0.325091958,0.437259227,1.663561702,274,4.673638821,5.043283463,5.877899647,130,0.051002026,239.2800293
